Date,Winner,WinnerScore,Loser,LoserScore,,,,,
12/2/2024,Loyola MD,68,@Coppin St,57,,,,,
12/2/2024,@Georgetown,86,UMBC,62,,,,,
12/2/2024,@St Louis,74,Jackson St,66,,,,,
12/2/2024,@Miami OH,73,Air Force,60,,,,,
12/2/2024,@MS Valley St,91,Oakwood,71,,,,,
12/2/2024,@Rhode Island,84,Yale,78,,,,,
12/2/2024,@S Dakota St,78,Dakota Wesleyan,62,,,,,
12/2/2024,SE Louisiana,71,@Tulane,67,,,,,
12/2/2024,Washington St,68,@Nevada,57,,,,,
12/2/2024,@Old Dominion,88,William & Mary,83,,,,,
12/3/2024,@Grambling,82,Ark Baptist,56,,,,,
12/3/2024,@Florida A&M,66,Presbyterian,63,,,,,
12/3/2024,@UNC Greensboro,72,High Point,68,,,,,
12/3/2024,@Charleston So,83,TN Martin,68,,,,,
12/3/2024,@James Madison,71,ETSU,61,,,,,
12/3/2024,Army,103,@Le Moyne                1,0,O3,,,,
12/3/2024,@Akron,86,N Kentucky,73,,,,,
12/3/2024,@N Illinois,89,Benedictine IL,70,,,,,
12/3/2024,Brown,60,@Vermont,53,,,,,
12/3/2024,St Peter's,62,@Duquesne,59,,,,,
12/3/2024,@Delaware,93,Delaware St,80,,,,,
12/3/2024,@Murray St,63,Evansville,61,,,,,
12/3/2024,Bradley,83,@S Illinois,60,,,,,
12/3/2024,Michigan,67,@Wisconsin,64,,,,,
12/3/2024,@UCLA,69,Washington,58,,,,,
12/3/2024,@Iowa,80,Northwestern,79,,,,,
12/3/2024,Dartmouth,69,@New Hampshire,65,,,,,
12/3/2024,@Maine,103,ME Augusta,51,,,,,
12/3/2024,@Citadel,94,Toccoa Falls,57,,,,,
12/3/2024,@Tarleton St,90,Dallas Chr,50,,,,,
12/3/2024,South Carolina,73,@Boston College,51,,,,,
12/3/2024,@Butler,73,E Illinois,58,,,,,
12/3/2024,Lipscomb,80,@Chattanooga,62,,,,,
12/3/2024,@Clemson,70,Kentucky,66,,,,,
12/3/2024,@Indiana,97,Sam Houston St,71,,,,,
12/3/2024,Mississippi,86,@Louisville,63,,,,,
12/3/2024,@Missouri,98,California,93,,,,,
12/3/2024,@Northeastern,82,La Salle,68,,,,,
12/3/2024,@Providence,83,BYU,64,,,,,
12/3/2024,Princeton,77,@St Joseph's PA,69,,,,,
12/3/2024,@SMU,101,Alabama St,72,,,,,
12/3/2024,@South Florida,74,Stetson,72,,,,,
12/3/2024,@Tennessee,96,Syracuse,70,,,,,
12/3/2024,@Texas A&M,57,Wake Forest,44,,,,,
12/3/2024,Winthrop,86,@Queens NC,78,,,,,
12/3/2024,@Southern Utah,90,Park-Gilbert,55,,,,,
12/3/2024,@VMI,113,VA-Lynchburg,51,,,,,
12/3/2024,@Villanova,68,Cincinnati,60,,,,,
12/3/2024,@Col Charleston,94,Tusculum,71,,,,,
12/3/2024,@Dayton,77,W Michigan,69,,,,,
12/3/2024,@Boise St,87,Utah Tech,64,,,,,
12/3/2024,UNC Wilmington,67,@East Carolina,53,,,,,
12/3/2024,@Loyola-Chicago,76,E Michigan,54,,,,,
12/3/2024,@George Mason,74,UNC Asheville,52,,,,,
12/3/2024,@Grand Canyon,78,Hawaii,72,,,,,
12/3/2024,@Arizona St,90,San Diego,53,,,,,
12/3/2024,@St Mary's CA,82,UT San Antonio,74,O1,,,,
12/3/2024,Santa Clara,74,@McNeese St,67,,,,,
12/3/2024,@Appalachian St,85,Mid-Atlantic Chr,43,,,,,
12/3/2024,@Buffalo,100,Pitt-Bradford,65,,,,,
12/3/2024,@Stanford,77,Utah Valley,63,,,,,
12/3/2024,Arkansas,76,@Miami FL,73,,,,,
12/3/2024,@Oklahoma,76,Georgia Tech,61,,,,,
12/3/2024,@LSU,85,Florida St,75,,,,,
12/3/2024,@Georgia,69,Notre Dame,48,,,,,
12/3/2024,@Hampton,82,NC A&T,71,,,,,
12/4/2024,@SUNY Albany,88,Columbia,73,,,,,
12/4/2024,FL Atlantic,88,@Florida Intl,77,,,,,
12/4/2024,Furman,76,@FGCU,73,,,,,
12/4/2024,@Lindenwood,102,East-West,45,,,,,
12/4/2024,@Mercer,86,West Georgia,72,,,,,
12/4/2024,@MTSU,103,Rhodes,55,,,,,
12/4/2024,@Marshall,80,Morehead St,77,,,,,
12/4/2024,@Morgan St,124,Cheyney St,57,,,,,
12/4/2024,@Texas St,97,Arlington Bap,49,,,,,
12/4/2024,@Charlotte,83,Livingstone,61,,,,,
12/4/2024,Northern Iowa,83,@IL Chicago,56,,,,,
12/4/2024,@New Mexico,83,San Jose St,77,,,,,
12/4/2024,@Memphis,81,Louisiana Tech,71,,,,,
12/4/2024,San Diego St,84,@Fresno St,62,,,,,
12/4/2024,@Colorado St,83,Loy Marymount,54,,,,,
12/4/2024,@W Carolina,86,Bellarmine,74,,,,,
12/4/2024,Oregon,68,@USC,60,,,,,
12/4/2024,Michigan St,90,@Minnesota,72,,,,,
12/4/2024,@Maryland,83,Ohio St,59,,,,,
12/4/2024,@Montana,71,S Dakota St,67,,,,,
12/4/2024,@Belmont,99,Illinois St,97,O1,,,,
12/4/2024,Oklahoma St,76,@Tulsa,55,,,,,
12/4/2024,@LIU Brooklyn,103,York NY,53,,,,,
12/4/2024,@Creighton,76,Kansas,63,,,,,
12/4/2024,@Duke,84,Auburn,78,,,,,
12/4/2024,@Fairfield,78,Rider,75,,,,,
12/4/2024,@Florida,87,Virginia,69,,,,,
12/4/2024,@Iowa St,81,Marquette,70,,,,,
12/4/2024,Alabama,94,@North Carolina,79,,,,,
12/4/2024,@VCU,89,Ga Southern,54,,,,,
12/4/2024,Vanderbilt,80,@Virginia Tech,64,,,,,
12/4/2024,@North Alabama,82,Tennessee Tech,59,,,,,
12/4/2024,@Pepperdine,119,Life Pacific,57,,,,,
12/4/2024,@W Illinois,97,St Ambrose,64,,,,,
12/4/2024,@Denver,80,CS Sacramento,59,,,,,
12/4/2024,@William & Mary,109,VA-Lynchburg,55,,,,,
12/4/2024,@Ark Little Rock,63,Cent Arkansas,57,,,,,
12/4/2024,@Wichita St,78,Alcorn St,54,,,,,
12/4/2024,Coastal Car,58,@Campbell,57,,,,,
12/4/2024,Cornell,84,@Colgate,57,,,,,
12/4/2024,Abilene Chr,78,@New Mexico St,70,,,,,
12/4/2024,@Wagner,65,Coppin St,52,,,,,
12/4/2024,@Fordham,84,F Dickinson,75,,,,,
12/4/2024,@Holy Cross,68,Harvard,67,,,,,
12/4/2024,Idaho,82,@Missouri KC,77,,,,,
12/4/2024,@South Dakota,94,Idaho St,80,,,,,
12/4/2024,@Lehigh,90,Monmouth NJ,63,,,,,
12/4/2024,Montana St,76,@NE Omaha,65,,,,,
12/4/2024,@E Washington,87,North Dakota,81,,,,,
12/4/2024,N Dakota St,77,@Weber St,73,,,,,
12/4/2024,@Connecticut,76,Baylor,72,,,,,
12/4/2024,@Oral Roberts,83,Northern Arizona,76,,,,,
12/4/2024,@Mississippi St,90,Pittsburgh,57,,,,,
12/4/2024,@Seattle,91,Portland St,74,,,,,
12/4/2024,@St Francis PA,107,PSU-Shenango,55,,,,,
12/4/2024,St Thomas MN,87,@N Colorado,75,,,,,
12/4/2024,@SC Upstate,91,Brevard,60,,,,,
12/4/2024,Texas,63,@NC State,59,,,,,
12/4/2024,@Utah St,70,Wyoming,67,,,,,
12/4/2024,@Wofford,88,Gardner Webb,64,,,,,
12/4/2024,St Bonaventure,64,@Bucknell,47,,,,,
12/4/2024,Central Conn,73,@Massachusetts,69,,,,,
12/4/2024,@American Univ,81,G Washington,71,O1,,,,
12/4/2024,@Seton Hall,67,NJIT,56,,,,,
12/4/2024,@Texas Tech,76,DePaul,62,,,,,
12/4/2024,Youngstown St,72,@Robert Morris,58,,,,,
12/4/2024,@IUPUI,84,WI Green Bay,75,,,,,
12/5/2024,Samford,88,@S Carolina St,81,,,,,
12/5/2024,@Penn St,81,Purdue,70,,,,,
12/5/2024,@Jacksonville,88,Florida Tech,67,,,,,
12/5/2024,@Southern Miss,81,Alabama St,64,,,,,
12/5/2024,C Michigan,93,@Aquinas,69,,,,,
12/5/2024,Drake,66,@Valparaiso,60,,,,,
12/5/2024,Long Beach St,73,@CS Fullerton,56,,,,,
12/5/2024,@TCU,76,Xavier,72,,,,,
12/5/2024,@North Florida,115,Warner,83,,,,,
12/5/2024,@UC Irvine,82,CS Bakersfield,66,,,,,
12/5/2024,@Lipscomb,78,SE Missouri St,60,,,,,
12/5/2024,@Arkansas St,66,Jackson St,64,,,,,
12/5/2024,Northwestern LA,72,@Incarnate Word,70,,,,,
12/5/2024,Lamar,65,@TAM C. Christi,61,,,,,
12/5/2024,@Longwood,80,MD E Shore,76,,,,,
12/5/2024,Radford,70,@NC Central,67,,,,,
12/5/2024,@San Francisco,78,St Louis,61,,,,,
12/5/2024,@Nicholls St,67,SE Louisiana,64,,,,,
12/5/2024,@Houston Chr,83,East Texas A&M,79,,,,,
12/5/2024,@UTRGV,68,SF Austin,65,,,,,
12/5/2024,UC San Diego,84,@UC Santa Barbara,76,,,,,
12/5/2024,@UC Davis,77,Cal Poly,66,,,,,
12/5/2024,@WI Milwaukee,79,Cleveland St,67,,,,,
12/5/2024,@Detroit,79,PFW,78,,,,,
12/5/2024,@Oakland,66,Wright St,64,,,,,
12/5/2024,UC Riverside,68,@CS Northridge,64,,,,,
12/6/2024,@High Point,76,North Texas,71,,,,,
12/6/2024,@Davidson,73,Charleston So,72,,,,,
12/6/2024,@Florida A&M,130,Trinity FL,58,,,,,
12/6/2024,@Kent,76,Portland,57,,,,,
12/6/2024,@UAB,95,Prairie View,66,,,,,
12/6/2024,@W Illinois,96,East-West,49,,,,,
12/6/2024,Brown,76,@Bryant,75,,,,,
12/6/2024,@Northwestern,70,Illinois,66,O1,,,,
12/6/2024,@Duquesne,80,Delaware,66,,,,,
12/6/2024,@Florida Intl,70,New College FL,63,,,,,
12/6/2024,@E Kentucky,98,Camp U-Harrodsburg,62,,,,,
12/6/2024,@Hofstra,114,St Joseph's LI,46,,,,,
12/6/2024,Merrimack,60,@Canisius,52,,,,,
12/6/2024,Kennesaw,81,@Georgia St,77,,,,,
12/6/2024,@Indiana,76,Miami OH,57,,,,,
12/6/2024,@Marist,53,Mt St Mary's,50,,,,,
12/6/2024,@Niagara,69,Siena,68,,,,,
12/6/2024,Quinnipiac,72,@Rider,67,,,,,
12/6/2024,@Sacred Heart,83,Iona,59,,,,,
12/6/2024,@West Virginia,73,Georgetown,60,,,,,
12/6/2024,@E Illinois,87,Calumet-St Jos,57,,,,,
12/6/2024,Manhattan,70,@St Peter's,67,,,,,
12/7/2024,@Bellarmine,94,Brescia,66,,,,,
12/7/2024,@McNeese St,103,Le Tourneau,69,,,,,
12/7/2024,@Columbia,98,Merchant Marine,49,,,,,
12/7/2024,@Arizona,102,Southern Utah,66,,,,,
12/7/2024,@James Madison,78,Utah Valley,61,,,,,
12/7/2024,@Ohio,88,Morehead St,76,,,,,
12/7/2024,@Bowling Green,102,Morgan St,81,,,,,
12/7/2024,New Mexico St,89,@New Mexico,83,O1,,,,
12/7/2024,UNC Greensboro,67,@NC A&T,55,,,,,
12/7/2024,@Pepperdine,85,Grambling,57,,,,,
12/7/2024,@Sam Houston St,87,TX Southern,71,,,,,
12/7/2024,@UTEP,88,Seattle,72,,,,,
12/7/2024,@S Illinois,73,Southern Indiana,70,,,,,
12/7/2024,Air Force,69,Stony Brook,61,"Frisco,",TX,,,
12/7/2024,@Akron,101,Brockport St,48,,,,,
12/7/2024,Indiana St,80,@Missouri St,77,,,,,
12/7/2024,@San Diego St,74,San Diego,57,,,,,
12/7/2024,@Loy Marymount,68,Nevada,64,,,,,
12/7/2024,USC,85,@Washington,61,,,,,
12/7/2024,@Ohio St,80,Rutgers,66,,,,,
12/7/2024,@Michigan St,89,Nebraska,52,,,,,
12/7/2024,@Michigan,85,Iowa,83,,,,,
12/7/2024,@Notre Dame,69,Syracuse,64,,,,,
12/7/2024,Clemson,65,@Miami FL,55,,,,,
12/7/2024,@Wake Forest,72,Boston College,66,,,,,
12/7/2024,@Furman,69,Princeton,63,,,,,
12/7/2024,Pittsburgh,64,@Virginia Tech,59,,,,,
12/7/2024,@North Carolina,68,Georgia Tech,65,,,,,
12/7/2024,@SMU,63,Virginia,51,,,,,
12/7/2024,@NC State,84,Florida St,74,O1,,,,
12/7/2024,Stanford,89,@California,81,,,,,
12/7/2024,@Incarnate Word,65,East Texas A&M,53,,,,,
12/7/2024,Northwestern LA,64,@Houston Chr,57,,,,,
12/7/2024,NC Central,78,@Gardner Webb,77,,,,,
12/7/2024,Washington St,74,Boise St,69,"Boise,",ID,,,
12/7/2024,Villanova,94,Temple,65,"Philadelphia,",PA,,,
12/7/2024,St Joseph's PA,82,La Salle,68,"Philadelphia,",PA,,,
12/7/2024,Drexel,60,Penn,47,"Philadelphia,",PA,,,
12/7/2024,@Colorado,72,Colorado St,55,,,,,
12/7/2024,@Ga Southern,93,North Florida,91,O1,,,,
12/7/2024,@Houston,79,Butler,51,,,,,
12/7/2024,@St John's,88,Kansas St,71,,,,,
12/7/2024,Queens NC,81,@VMI,78,,,,,
12/7/2024,@Long Beach St,76,Hawaii,68,,,,,
12/7/2024,@Grand Canyon,100,Life Pacific,52,,,,,
12/7/2024,@TN Martin,112,Montreat,60,,,,,
12/7/2024,@UC San Diego,81,CS Bakersfield,60,,,,,
12/7/2024,@UC Riverside,75,CS Fullerton,68,,,,,
12/7/2024,NE Omaha,70,@CS Sacramento,60,,,,,
12/7/2024,@Ark Pine Bluff,84,Cent Arkansas,78,,,,,
12/7/2024,@Oklahoma,94,Alcorn St,78,,,,,
12/7/2024,@Winthrop,96,Coastal Car,89,,,,,
12/7/2024,@Creighton,83,UNLV,65,,,,,
12/7/2024,@Dayton,86,Lehigh,62,,,,,
12/7/2024,@Utah St,92,Utah Tech,62,,,,,
12/7/2024,@South Carolina,75,East Carolina,68,,,,,
12/7/2024,WKU,79,@Evansville,65,,,,,
12/7/2024,@F Dickinson,98,Lehman,54,,,,,
12/7/2024,@George Mason,76,Tulane,64,,,,,
12/7/2024,Kentucky,90,Gonzaga,89,O1,"Seattle,",WA,,
12/7/2024,Central Conn,69,@Holy Cross,56,,,,,
12/7/2024,@Oregon St,78,Idaho,62,,,,,
12/7/2024,@Idaho St,71,Oral Roberts,55,,,,,
12/7/2024,@Illinois St,72,Pacific,61,,,,,
12/7/2024,Lamar,84,@UTRGV,52,,,,,
12/7/2024,@Delaware St,80,Loyola MD,77,,,,,
12/7/2024,@Loyola-Chicago,74,South Florida,72,,,,,
12/7/2024,Lafayette,77,@Mercyhurst,73,,,,,
12/7/2024,@Montana St,74,Missouri KC,62,,,,,
12/7/2024,@NJIT,69,Navy,64,,,,,
12/7/2024,@Nicholls St,73,New Orleans,70,,,,,
12/7/2024,@North Dakota,80,Weber St,75,,,,,
12/7/2024,@N Dakota St,82,N Colorado,70,,,,,
12/7/2024,@Northern Arizona,95,South Dakota,82,,,,,
12/7/2024,@Belmont,82,MTSU,79,,,,,
12/7/2024,Denver,68,@Portland St,67,,,,,
12/7/2024,@Rhode Island,69,Providence,63,,,,,
12/7/2024,St Mary's CA,72,@Utah,63,,,,,
12/7/2024,@St Thomas MN,88,Montana,81,,,,,
12/7/2024,Binghamton,72,@Le Moyne,62,,,,,
12/7/2024,@Santa Clara,81,Fresno St,66,,,,,
12/7/2024,SC Upstate,74,@W Carolina,68,,,,,
12/7/2024,Southern Univ,70,@Tulsa,66,,,,,
12/7/2024,@West Georgia,78,Tennessee Tech,73,,,,,
12/7/2024,@TAM C. Christi,67,SF Austin,48,,,,,
12/7/2024,@Boston Univ,80,SUNY Albany,74,O1,,,,
12/7/2024,@Toledo,111,Defiance,49,,,,,
12/7/2024,UMBC,84,@Towson,71,,,,,
12/7/2024,@UC Davis,71,UC Santa Barbara,60,,,,,
12/7/2024,@UNC Wilmington,78,Marshall,69,,,,,
12/7/2024,@Wichita St,96,ETSU,87,,,,,
12/7/2024,@Marquette,88,Wisconsin,74,,,,,
12/7/2024,@Elon,79,Wofford,56,,,,,
12/7/2024,@Yale,65,Vermont,50,,,,,
12/7/2024,@St Bonaventure,65,Buffalo,55,,,,,
12/7/2024,@UNC Asheville,120,St Andrew's,64,,,,,
12/7/2024,@Liberty,89,MS Valley St,52,,,,,
12/7/2024,@S Dakota St,74,E Washington,53,,,,,
12/7/2024,MA Lowell,96,@Massachusetts,83,,,,,
12/7/2024,G Washington,78,@Old Dominion,70,,,,,
12/7/2024,@Arkansas,75,UT San Antonio,60,,,,,
12/7/2024,@Northern Iowa,101,N Illinois,57,,,,,
12/7/2024,@Mississippi,86,Lindenwood,53,,,,,
12/7/2024,Cleveland St,83,@WI Green Bay,61,,,,,
12/7/2024,@Youngstown St,66,Oakland,50,,,,,
12/7/2024,Wright St,80,@Detroit,72,,,,,
12/7/2024,N Kentucky,66,@IUPUI,64,,,,,
12/7/2024,CS Northridge,102,@Cal Poly,91,,,,,
12/8/2024,Cornell,103,@Army,84,,,,,
12/8/2024,@IL Chicago,69,Dartmouth,68,O1,,,,
12/8/2024,@Iona,72,St Peter's,63,,,,,
12/8/2024,@South Alabama,76,Jacksonville St,74,,,,,
12/8/2024,@Samford,72,Austin Peay,47,,,,,
12/8/2024,@Murray St,73,SE Missouri St,53,,,,,
12/8/2024,@Texas St,75,Rice,66,,,,,
12/8/2024,@Bryant,122,NVU-Johnson,63,,,,,
12/8/2024,UCLA,73,@Oregon,71,,,,,
12/8/2024,@Purdue,83,Maryland,78,,,,,
12/8/2024,Duke,76,@Louisville,65,,,,,
12/8/2024,Louisiana Tech,69,@Louisiana,58,,,,,
12/8/2024,@Quinnipiac,83,Sacred Heart,73,,,,,
12/8/2024,Mercer,89,@Stetson,83,O1,,,,
12/8/2024,Siena,66,@Canisius,53,,,,,
12/8/2024,@Iowa St,100,Jackson St,58,,,,,
12/8/2024,Marist,82,@Manhattan,75,,,,,
12/8/2024,@Missouri,76,Kansas,67,,,,,
12/8/2024,@Mt St Mary's,101,Fairfield,94,,,,,
12/8/2024,Merrimack,80,@Niagara,62,,,,,
12/8/2024,Vanderbilt,83,TCU,74,Fort,"Worth,",TX,,
12/8/2024,@Cincinnati,84,Howard,67,,,,,
12/8/2024,@Northeastern,78,Colgate,75,,,,,
12/8/2024,@Fordham,87,Maine,72,,,,,
12/8/2024,Harvard,72,@New Hampshire,62,,,,,
12/8/2024,Arkansas St,85,@Memphis,72,,,,,
12/8/2024,@Longwood,97,Mary Baldwin,40,,,,,
12/8/2024,Wagner,63,@MD E Shore,61,,,,,
12/8/2024,@SIUE,82,Ball St,69,,,,,
12/8/2024,@Radford,74,Bucknell,70,O1,,,,
12/8/2024,@Auburn,98,Richmond,54,,,,,
12/8/2024,@St Louis,85,Chicago St,62,,,,,
12/8/2024,Connecticut,76,@Texas,65,,,,,
12/8/2024,@UCF,66,Tarleton St,51,,,,,
12/8/2024,Oklahoma St,85,@Seton Hall,76,,,,,
12/8/2024,@Mississippi St,91,Prairie View,84,,,,,
12/8/2024,@LSU,80,FGCU,71,,,,,
12/8/2024,@PFW,82,Robert Morris,77,,,,,
12/8/2024,Texas A&M,72,Texas Tech,67,Fort,"Worth,",TX,,
12/9/2024,@S Carolina St,82,Charleston So,63,,,,,
12/9/2024,@Columbia,92,Sarah Lawrence,46,,,,,
12/9/2024,Hofstra,80,@Norfolk St,67,,,,,
12/9/2024,@San Jose St,117,Lincoln CA,80,,,,,
12/9/2024,@Indiana,82,Minnesota,67,,,,,
12/9/2024,@VCU,66,Penn,47,,,,,
12/9/2024,@Baylor,88,Abilene Chr,57,,,,,
12/9/2024,@Boston Univ,113,Thomas ME,75,,,,,
12/10/2024,@FL Atlantic,85,Jacksonville,63,,,,,
12/10/2024,@UMBC,103,Cairn,57,,,,,
12/10/2024,Missouri KC,69,@Portland,64,,,,,
12/10/2024,@Davidson,75,Charlotte,71,,,,,
12/10/2024,@Temple,110,Holy Family,81,,,,,
12/10/2024,@Rutgers,80,Penn St,76,,,,,
12/10/2024,@Illinois,86,Wisconsin,80,,,,,
12/10/2024,@Montana,89,MT Tech,60,,,,,
12/10/2024,@South Dakota,82,Wyoming,81,,,,,
12/10/2024,@WKU,84,Tennessee St,60,,,,,
12/10/2024,Arkansas,89,Michigan,87,New,"York,",NY,,
12/10/2024,@Delaware,78,Chestnut Hill,51,,,,,
12/10/2024,N Dakota St,71,@Butler,68,,,,,
12/10/2024,@Duke,72,Incarnate Word,46,,,,,
12/10/2024,@Houston,62,Troy,42,,,,,
12/10/2024,Col Charleston,78,@St Joseph's PA,75,,,,,
12/10/2024,Long Beach St,76,@San Diego,70,,,,,
12/10/2024,@Syracuse,102,SUNY Albany,85,,,,,
12/10/2024,@West Virginia,79,NC Central,45,,,,,
12/10/2024,@Queens NC,91,Carolina Univ,53,,,,,
12/10/2024,@CS Fullerton,61,La Sierra,55,,,,,
12/10/2024,@Nicholls St,110,Southern N.O.,66,,,,,
12/10/2024,@Denver,94,Col Springs,87,,,,,
12/10/2024,@NC State,66,Coppin St,56,,,,,
12/10/2024,@Washington,87,E Washington,69,,,,,
12/10/2024,@Hampton,86,Apprentice,68,,,,,
12/10/2024,@Lindenwood,99,Harris-Stowe,53,,,,,
12/10/2024,@Ark Little Rock,80,Ouachita,57,,,,,
12/10/2024,@Southern Univ,94,Lindsey Wilson,69,,,,,
12/10/2024,@Mercyhurst,77,PSU-Altoona,51,,,,,
12/10/2024,@Princeton,71,Monmouth NJ,67,,,,,
12/10/2024,@Brown,84,Rhode Island,80,O2,,,,
12/10/2024,Tennessee,75,Miami FL,62,New,"York,",NY,,
12/10/2024,@Tulane,86,Southern Miss,58,,,,,
12/10/2024,Cornell,88,@California,80,,,,,
12/10/2024,Providence,70,@DePaul,63,O1,,,,
12/10/2024,@Xavier,119,Morgan St,58,,,,,
12/11/2024,@ULM,89,Ark Pine Bluff,73,,,,,
12/11/2024,Maine,61,@Duquesne,56,,,,,
12/11/2024,@MA Lowell,69,LIU Brooklyn,62,,,,,
12/11/2024,@Baylor,94,Norfolk St,69,,,,,
12/11/2024,@N Kentucky,98,Cumberlands KY,79,,,,,
12/11/2024,@Wright St,88,Marshall,79,,,,,
12/11/2024,@Delaware St,71,NJIT,59,,,,,
12/11/2024,@San Francisco,68,CS Stanislaus,52,,,,,
12/11/2024,@Utah Valley,80,North Dakota,57,,,,,
12/11/2024,@Alabama St,103,TN Martin,93,O1,,,,
12/11/2024,@Howard,124,VA-Lynchburg,50,,,,,
12/11/2024,@Presbyterian,97,Columbia SC,57,,,,,
12/11/2024,@UNC Asheville,92,Bluefield Univ,46,,,,,
12/11/2024,@BYU,95,Fresno St,67,,,,,
12/11/2024,North Alabama,74,@East Carolina,67,,,,,
12/11/2024,@Louisville,77,UTEP,74,,,,,
12/11/2024,@Pittsburgh,96,E Kentucky,56,,,,,
12/11/2024,@San Diego St,81,Cal Baptist,75,,,,,
12/11/2024,@Coastal Car,82,S Virginia,57,,,,,
12/11/2024,@Kentucky,78,Colgate,67,,,,,
12/11/2024,@Villanova,86,F Dickinson,72,,,,,
12/11/2024,@Nevada,77,S Dakota St,63,,,,,
12/11/2024,@Louisiana,68,SE Louisiana,61,,,,,
12/11/2024,@Stonehill,97,Lesley,53,,,,,
12/11/2024,@Notre Dame,77,Dartmouth,65,,,,,
12/11/2024,@St John's,99,Bryant,77,,,,,
12/11/2024,@PFW,78,IUPUI,76,,,,,
12/11/2024,WI Milwaukee,88,@WI Green Bay,67,,,,,
12/12/2024,Campbell,86,@Citadel,58,,,,,
12/12/2024,@Drake,90,St Ambrose,35,,,,,
12/12/2024,Iowa St,89,@Iowa,80,,,,,
12/12/2024,@Virginia,59,Bethune-Cookman,41,,,,,
12/12/2024,@Virginia Tech,95,NC A&T,67,,,,,
12/12/2024,Chattanooga,75,@Evansville,67,,,,,
12/12/2024,@VMI,100,Regent,61,,,,,
12/12/2024,@Arkansas St,83,UT Arlington,79,,,,,
12/12/2024,@Texas,91,New Mexico St,67,,,,,
12/12/2024,@Winthrop,103,Bob Jones,55,,,,,
12/13/2024,@St Thomas MN,77,W Michigan,71,,,,,
12/13/2024,@Nebraska,85,Indiana,68,,,,,
12/13/2024,@Louisiana Tech,77,Ga Southern,63,,,,,
12/13/2024,@UT San Antonio,80,North Dakota,76,,,,,
12/13/2024,@Colorado,81,S Dakota St,70,,,,,
12/13/2024,Weber St,73,@Utah Tech,71,,,,,
12/13/2024,@Northern Iowa,78,NE Omaha,58,,,,,
12/13/2024,@N Dakota St,91,WI Stout,62,,,,,
12/13/2024,@Merrimack,64,Boston Univ,61,,,,,
12/13/2024,@G Washington,75,Army,60,,,,,
12/14/2024,@Cleveland St,103,Brescia,37,,,,,
12/14/2024,NC Central,77,@Longwood,70,,,,,
12/14/2024,High Point,65,Appalachian St,59,"Greensboro,",NC,,,
12/14/2024,@Elon,114,VA-Lynchburg,52,,,,,
12/14/2024,Drexel,77,@SUNY Albany,70,,,,,
12/14/2024,@FL Atlantic,89,Texas St,80,,,,,
12/14/2024,Charlotte,77,@Georgia St,63,,,,,
12/14/2024,@Jacksonville St,70,Utah Valley,66,,,,,
12/14/2024,@Le Moyne,106,SUNY Delhi,51,,,,,
12/14/2024,@UT Arlington,77,ULM,68,,,,,
12/14/2024,@MA Lowell,92,Dartmouth,83,,,,,
12/14/2024,@Nevada,105,TX Southern,73,,,,,
12/14/2024,@Marshall,79,Ohio,70,,,,,
12/14/2024,@Seattle,111,Pacific OR,44,,,,,
12/14/2024,@Loy Marymount,76,Prairie View,75,,,,,
12/14/2024,@South Dakota,89,W Illinois,66,,,,,
12/14/2024,@New Mexico,122,W New Mexico,70,,,,,
12/14/2024,UCF,88,Tulsa,75,"Sunrise,",FL,,,
12/14/2024,@San Jose St,107,Cal Poly                1,0,O1,,,,
12/14/2024,@Fresno St,73,San Diego,65,,,,,
12/14/2024,S Illinois,65,@Austin Peay,60,,,,,
12/14/2024,@Missouri KC,85,Bowling Green,77,,,,,
12/14/2024,@Oregon St,67,UC Irvine,55,,,,,
12/14/2024,@Furman,68,S Carolina St,64,,,,,
12/14/2024,@WKU,81,Murray St,76,O1,,,,
12/14/2024,@Tennessee St,89,Johnson TN,58,,,,,
12/14/2024,Boise St,67,St Mary's CA,65,O1,Idaho,"Falls,",ID,
12/14/2024,@Hawaii,71,TAM C. Christi,62,,,,,
12/14/2024,UCLA,57,Arizona,54,"Phoenix,",AZ,,,
12/14/2024,BYU,68,Wyoming,49,Salt,Lake,"City,",UT,
12/14/2024,Wisconsin,83,Butler,74,"Indianapolis,",IN,,,
12/14/2024,Maine,84,@Canisius,79,,,,,
12/14/2024,Memphis,87,@Clemson,82,O1,,,,
12/14/2024,Queens NC,85,@Gardner Webb,83,,,,,
12/14/2024,Tennessee,66,@Illinois,64,,,,,
12/14/2024,@Jacksonville,60,ETSU,52,,,,,
12/14/2024,@Kansas,75,NC State,60,,,,,
12/14/2024,@Kentucky,93,Louisville,85,,,,,
12/14/2024,@North Carolina,93,La Salle,67,,,,,
12/14/2024,Texas A&M,70,Purdue,66,"Indianapolis,",IN,,,
12/14/2024,Stony Brook,72,@Rider,55,,,,,
12/14/2024,SMU,74,LSU,64,"Frisco,",TX,,,
12/14/2024,Florida Intl,81,@Stetson,72,,,,,
12/14/2024,VCU,76,Colorado St,68,"Henderson,",NV,,,
12/14/2024,@West Virginia,84,Bethune-Cookman,61,,,,,
12/14/2024,@North Florida,89,UNC Greensboro,77,,,,,
12/14/2024,UC Davis,69,@CS Sacramento,62,,,,,
12/14/2024,@Arkansas,82,Cent Arkansas,57,North,Little,"Rock,",AR,
12/14/2024,@Cincinnati,68,Xavier,65,,,,,
